Play Id,Build Version,Timestamp,Local Time,Playtime,Seed Played,Is Ascension Mode,Ascension Level,Victory,Score,Floor Reached,Killed By,Character Chosen,Master Deck,Relics,Neow Bonus,Neow Cost,Gold,Gold Per Floor,Player Experience,Path Per Floor,Path Taken,Campfire Rested,Campfire Upgraded,Campfire Choices,,,Max Hp Per Floor,Current Hp Per Floor,Damage Taken,,,,Card Choices,,,Relics Obtained,,Boss Relics,,Event Choices,,,,,,,,,,,,,,,,Items Purchased,Item Purchase Floors,Items Purged,Items Purged Floors,Purchased Purges,Potions Obtained,,Potions Floor Spawned,Potions Floor Usage
f2c274a5-8dd7-4d19-b129-555fba4af4c6,2020-07-30,1601509800,20200930165000,453,7705849694503951800,True,20,False,240,16,Hexaghost,IRONCLAD,"AscendersBane, Strike_R, Strike_R, Strike_R, Strike_R, Strike_R, Defend_R, Defend_R, Defend_R, Defend_R, Bash, Limit Break, Wild Strike, Wild Strike, Flex, Clash, Flame Barrier, Sword Boomerang, Impervious, Iron Wave, Clothesline","Burning Blood, Ornamental Fan, Toy Ornithopter, PreservedInsect, Singing Bowl",THREE_RARE_CARDS,NO_GOLD,146,"15, 30, 45, 45, 21, 55, 55, 73, 125, 125, 153, 101, 115, 146, 146, 146, 146",757937,"M, M, M, ?, $, E, R, M, T, R, E, $, M, E, R, B","M, M, ?, ?, ?, E, R, M, T, R, E, $, ?, E, R, BOSS",3,0,7; 10; 15,REST; REST; REST,; ; ,"75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 77, 77, 77, 77","56, 47, 38, 38, 38, 12, 34, 34, 34, 56, 32, 32, 31, 36, 59, 0, 0",18; 15; 15; 32; 6; 40; 7; 8; 61,Cultist; Small Slimes; 2 Louse; Gremlin Nob; Looter; Lagavulin; Exordium Wildlife; Gremlin Nob; Hexaghost,1; 2; 3; 6; 8; 11; 13; 14; 16,5; 3; 3; 4; 3; 6; 2; 4; 11,"Impervious, Double Tap; Headbutt, True Grit; Warcry, Anger; Whirlwind, Dark Embrace; Feel No Pain, Body Slam; Thunderclap, Brutality; Evolve, Sever Soul; Sword Boomerang, Anger; True Grit, Cleave, Bloodletting",Limit Break; Wild Strike; Wild Strike; Flex; Flame Barrier; Sword Boomerang; Impervious; Clothesline; Singing Bowl,0; 1; 2; 3; 6; 8; 11; 13; 14,6; 9; 11; 14,Ornamental Fan; Toy Ornithopter; PreservedInsect; Singing Bowl,,,4,Lab,Got Potions,0,0,0,0,0,0,,,,,,,,"Clash, Iron Wave","5, 12",,,0,4; 4; 6; 11,Swift Potion; Strength Potion; Swift Potion; SneckoOil,"6, 8, 11","6, 11, 11, 14"
639feb28-5c31-43ed-b2e4-01e8b846cfb8,2020-07-30,1601509802,20200930195002,612,-3324854002782244971,False,0,False,92,14,Gremlin Nob,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Deflect, PiercingWail, Outmaneuver, Footwork, Accuracy, Cloak And Dagger, Deadly Poison, Phantasmal Killer","Ring of the Snake, Mango, Golden Idol, MealTicket, Centennial Puzzle",ONE_RARE_RELIC,NO_GOLD,125,"17, 17, 36, 61, 85, 85, 18, 37, 63, 87, 87, 125, 125, 125, 125",140140,"M, ?, M, M, M, R, $, M, T, M, R, E, ?, E","M, ?, M, M, M, R, $, M, T, M, R, E, ?, E",2,0,6; 11,REST; REST,; ,"84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84","84, 84, 75, 75, 39, 64, 64, 62, 62, 58, 83, 60, 60, 0, 0",0; 9; 0; 36; 2; 4; 23; 63,2 Louse; Jaw Worm; Cultist; Gremlin Gang; 2 Fungi Beasts; 3 Louse; Lagavulin; Gremlin Nob,1; 3; 4; 5; 8; 10; 12; 14,3; 6; 5; 7; 5; 5; 10; 5,"Dagger Throw, Dagger Spray; Bouncing Flask, Well Laid Plans; Sucker Punch, Predator; Sucker Punch, Adrenaline; Outmaneuver, Bane; Acrobatics, Deflect; Poisoned Stab, Expertise",Deflect; PiercingWail; Outmaneuver; Footwork; Cloak And Dagger; Deadly Poison; Phantasmal Killer,1; 3; 4; 5; 8; 10; 12,9; 12,MealTicket; Centennial Puzzle,,,2; 13,Golden Idol; Living Wall,Take Wound; Forget,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0,Injury; ,; Injury,; ,; ,Golden Idol; ,; ,; ,Accuracy,7,,,0,4; 5; 8,CultistPotion; Swift Potion; EntropicBrew,"4, 5, 8","5, 12, 12, 12, 12"
f8526398-f1d8-4fdb-8e5b-0952380b5cb5,2020-07-30,1601509802,20200930185002,891,-6823989797213368462,False,0,False,108,16,Slime Boss,IRONCLAD,"Strike_R, Strike_R, Strike_R, Strike_R, Strike_R, Defend_R, Defend_R, Defend_R, Defend_R, Bash, Shrug It Off+1, Iron Wave+1, Shrug It Off","Burning Blood, The Courier, CaptainsWheel, Golden Idol, Frozen Egg 2",THREE_CARDS,NONE,63,"118, 22, 34, 34, 48, 48, 80, 95, 95, 95, 95, 53, 93, 63, 63, 63, 63",363890,"M, ?, M, $, M, R, E, M, T, R, ?, $, E, M, R, B","M, ?, ?, ?, ?, R, E, M, T, R, ?, $, E, M, R, BOSS",1,2,6; 10; 15,SMITH; REST; SMITH,Shrug It Off; ; Iron Wave,"80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 74, 74, 74, 74, 74, 74, 74","78, 78, 80, 80, 80, 80, 35, 32, 32, 56, 56, 56, 49, 55, 55, 0, 0",8; 2; 4; 51; 9; 13; 0; 59,Jaw Worm; Cultist; 2 Louse; Gremlin Nob; 2 Fungi Beasts; 3 Sentries; Looter; Slime Boss,1; 3; 5; 7; 8; 13; 14; 16,4; 4; 2; 6; 4; 6; 4; 12,"Heavy Blade, Armaments; Anger, Uppercut, Carnage; Armaments, Inflame, Cleave; Clothesline, Clash, Spot Weakness; Armaments, Second Wind; Fiend Fire, Rampage, Fire Breathing; Wild Strike, Thunderclap, Sword Boomerang; Whirlwind, Clash, Feel No Pain+1",Shrug It Off; SKIP; SKIP; SKIP; Iron Wave; SKIP; SKIP; SKIP,0; 1; 3; 5; 7; 8; 13; 14,7; 13,CaptainsWheel; Frozen Egg 2,,,2; 11,WeMeetAgain; Golden Idol,Paid Gold; Lose Max HP,0; 0,0; 0,0; 0,0; 6,0; 0,96; 0,; ,; ,; ,; ,The Courier; Golden Idol,; ,; ,Shrug It Off,12,,,0,3; 7; 8,Fire Potion; LiquidBronze; PowerPotion,"3, 7, 8","13, 13, 16"
fe0800c1-6098-4cf1-9ced-87b68faf30fb,2020-07-30,1601509803,20200930195003,708,-3457336609393006834,False,0,False,104,16,Hexaghost,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Accuracy, Dash+1, Dagger Spray, Infinite Blades+1, Quick Slash, Blade Dance+1, Well Laid Plans, Slice","Ring of the Snake, Akabeko, Toxic Egg 2, Old Coin",TEN_PERCENT_HP_BONUS,NONE,593,"115, 115, 128, 140, 158, 158, 192, 207, 207, 207, 564, 564, 576, 593, 593, 593, 593",1008417,"M, ?, M, M, M, R, E, M, T, R, ?, ?, M, M, R, B","M, ?, M, M, M, R, E, M, T, R, ?, ?, M, M, R, BOSS",2,1,6; 10; 15,REST; SMITH; REST,; Infinite Blades; ,"77, 77, 77, 77, 77, 77, 77, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82","72, 65, 59, 58, 55, 77, 50, 50, 50, 50, 35, 35, 16, 16, 40, 0, 0",5; 6; 1; 3; 27; 5; 15; 19; 0; 41,Jaw Worm; 2 Louse; Cultist; 3 Louse; Lagavulin; Large Slime; Gremlin Nob; Gremlin Gang; Looter; Hexaghost,1; 3; 4; 5; 7; 8; 11; 13; 14; 16,4; 3; 4; 4; 6; 5; 4; 4; 2; 9,"Concentrate, Backflip, Outmaneuver; Catalyst, Caltrops; Outmaneuver, Catalyst; Quick Slash, Backflip; Bane, Underhanded Strike; Choke, Bane; Reflex+1, Choke; Glass Knife, Deadly Poison+1; Backflip+1, Acrobatics+1",SKIP; Accuracy; Dash; Dagger Spray; Infinite Blades; Quick Slash; Blade Dance+1; Well Laid Plans; Slice,1; 3; 4; 5; 7; 8; 11; 13; 14,7; 9; 11,Akabeko; Toxic Egg 2; Old Coin,,,2; 11; 12,Golden Wing; Dead Adventurer; Upgrade Shrine,Card Removal; Searched '2' times; Upgraded,0; 0; 0,7; 0; 0,0; 0; 0,0; 0; 0,0; 0; 0,0; 0; 0,; ; ,Defend_G; ; ,; ; Dash,; ; ,; ; ,; ; ,; ; ,,,,,0,1; 7; 8; 11; 13,SteroidPotion; Fruit Juice; ColorlessPotion; SpeedPotion; PowerPotion,"1, 7, 8, 11, 13","7, 8, 11, 16, 16"
e5a6d5c7-7809-43f8-97bb-e36aedbdbf03,2020-07-30,1601509802,20201001015002,3100,6392380769991406839,False,0,False,257,29,Cultist and Chosen,DEFECT,"Strike_B, Strike_B, Strike_B, Strike_B, Defend_B, Defend_B, Defend_B, Zap+1, Dualcast, Hologram, Ball Lightning, Steam+1, BootSequence, Redo, Beam Cell, Ball Lightning, Genetic Algorithm, Seek, Beam Cell, Apotheosis, Redo, Ball Lightning, Hologram+1, Go for the Eyes, Chill, Double Energy+1","Cracked Core, Bag of Preparation, Frozen Egg 2, Gremlin Horn, Inserter, PreservedInsect, Bottled Flame",TEN_PERCENT_HP_BONUS,NONE,349,"119, 136, 136, 156, 156, 185, 185, 201, 201, 201, 376, 250, 276, 293, 293, 398, 398, 417, 417, 237, 255, 274, 309, 309, 327, 327, 337, 349, 349, 349",5230,"M, M, ?, M, ?, E, R, M, T, R, ?, $, E, M, R, B, None, M, ?, $, M, M, E, R, M, T, M, M, M","M, M, ?, M, ?, E, R, ?, T, R, ?, ?, E, M, R, BOSS, M, ?, $, M, M, E, R, M, T, M, M, M",3,1,7; 10; 15; 24,SMITH; REST; REST; REST,Steam; ; ; ,"82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82","82, 82, 75, 75, 75, 53, 53, 51, 51, 75, 75, 75, 40, 38, 62, 12, 82, 75, 75, 75, 63, 63, 49, 73, 56, 56, 27, 27, 0, 0",0; 0; 0; 22; 2; 35; 2; 50; 7; 12; 0; 14; 17; 29; 0; 30,Small Slimes; 2 Louse; Cultist; 3 Sentries; 2 Fungi Beasts; Gremlin Nob; Exordium Thugs; Slime Boss; Spheric Guardian; 2 Thieves; Centurion and Healer; Gremlin Leader; 3 Cultists; Snake Plant; Centurion and Healer; Cultist and Chosen,1; 2; 4; 6; 8; 13; 14; 16; 18; 21; 22; 23; 25; 27; 28; 29,2; 2; 2; 6; 3; 4; 3; 8; 3; 4; 5; 5; 5; 4; 8; 4,"Barrage, Fusion; Cold Snap, Compile Driver; Skim, Chaos; Scrape, Go for the Eyes; Conserve Battery, Sweeping Beam; Rainbow, Steam; Blizzard, Ball Lightning; Buffer+1, Rainbow; Gash, Consume; Hologram, Storm+1; Coolheaded, Reinforced Body; Scrape, Buffer+1; Blizzard+1, Leap; Hello World+1, Gash; Capacitor+1, Redo",Hologram; Ball Lightning; Steam; BootSequence; Redo; Ball Lightning; Genetic Algorithm; Seek; Beam Cell; Redo; Ball Lightning; Hologram+1; Go for the Eyes; Chill; Double Energy+1,1; 2; 4; 6; 8; 13; 14; 16; 18; 21; 22; 23; 25; 27; 28,6; 9; 13; 23; 26,Bag of Preparation; Frozen Egg 2; Gremlin Horn; PreservedInsect; Bottled Flame,"Black Star, SacredBark",Inserter,3; 5; 11; 19,Golden Wing; Accursed Blacksmith; Liars Game; The Mausoleum,Card Removal; Forge; AGREE; Ignored,0; 0; 0; 0,7; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 175; 0,0; 0; 0; 0,; ; Doubt; ,Defend_B; ; ; ,; Zap; ; ,; ; ; ,; ; ; ,; ; ; ,; ; ; ,"Beam Cell, Apotheosis","12, 20",Doubt,12,1,2; 6; 13; 16; 22,Explosive Potion; Strength Potion; DistilledChaos; Energy Potion; EntropicBrew,"2, 6, 13, 16, 22, 23",16
4068c585-86c4-49ea-9135-85b8a70a640e,2020-07-30,1601509804,20200930195004,540,-4538861126570438773,True,8,False,316,25,Gremlin Leader,IRONCLAD,"Strike_R, Strike_R, Strike_R+1, Strike_R+1, Strike_R, Defend_R, Defend_R, Defend_R, Defend_R, Bash, Searing Blow+7, Headbutt, Feel No Pain, Demon Form, Spot Weakness+1, Warcry+1, Headbutt+1, RitualDagger, Cleave+1","Burning Blood, NeowsBlessing, PreservedInsect, Frozen Eye, WingedGreaves, Letter Opener, Busted Crown",THREE_ENEMY_KILL,NONE,243,"119, 139, 162, 162, 16, 43, 43, 43, 43, 43, 43, 63, 63, 63, 63, 168, 168, 179, 197, 214, 229, 229, 229, 243, 243, 243",234933,"M, M, T, ?, $, E, R, R, T, R, R, M, R, $, R, B, None, M, M, M, M, ?, R, M, E","M, ?, ?, ?, ?, E, R, R, T, R, R, M, R, $, R, BOSS, M, ?, M, M, ?, R, M, E",0,7,7; 8; 10; 11; 13; 15; 23,SMITH; SMITH; SMITH; SMITH; SMITH; SMITH; SMITH,Searing Blow; Searing Blow+1; Searing Blow+2; Searing Blow+3; Searing Blow+4; Searing Blow+5; Searing Blow+6,"80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80","78, 80, 80, 64, 64, 70, 70, 70, 70, 70, 70, 76, 76, 76, 76, 27, 67, 61, 67, 45, 39, 33, 33, 42, 0, 0",0; 0; 0; 0; 55; 12; 0; 28; 12; 13; 43,Cultist; Small Slimes; Lagavulin; Jaw Worm; Hexaghost; Chosen; Spheric Guardian; Snake Plant; Shelled Parasite and Fungi; Centurion and Healer; Gremlin Leader,1; 2; 6; 12; 16; 18; 19; 20; 21; 24; 25,1; 1; 1; 1; 5; 3; 1; 3; 3; 7; 3,"Perfected Strike, Havoc; Carnage, Dropkick, Thunderclap; Rampage, Ghostly Armor; Clash, Flex; Berserk, Feed; Flex; ; ; ; ",Searing Blow; SKIP; Headbutt; Feel No Pain; Demon Form; SKIP; Spot Weakness+1; Warcry+1; Headbutt+1; Cleave+1,1; 2; 6; 12; 16; 18; 19; 20; 21; 24,3; 6; 9,PreservedInsect; WingedGreaves; Letter Opener,"Sozu, Black Star",Busted Crown,4; 22,Shining Light; Nest,Entered Light; Joined the Cult,0; 0,16; 6,0; 0,0; 0,0; 0,0; 0,; RitualDagger,; ,"Strike_R, Strike_R; ",; ,; ,; ,; ,Frozen Eye,5,,,0,2; 6; 16; 18,BloodPotion; Explosive Potion; Swift Potion; Swift Potion,"2, 6, 16, 18","16, 20, 24"
91f6f0b0-3ce2-462a-8e24-ee48b8a49b29,2020-07-30,1601509801,20201001015001,1131,948267560122406214,True,20,False,476,23,Gremlin Leader,THE_SILENT,"AscendersBane, Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Bouncing Flask+1, Deadly Poison, Masterful Stab, Terror, Infinite Blades, Deadly Poison, Adrenaline, Backstab, Calculated Gamble, Dagger Throw, Adrenaline, Deflect, Endless Agony","Ring of the Snake, NeowsBlessing, Golden Idol, Tingsha, Pantograph, Pear, Lantern, Sundial, Runic Pyramid, Omamori, Anchor",THREE_ENEMY_KILL,NONE,58,"109, 122, 7, 7, 7, 7, 42, 57, 57, 93, 139, 179, 199, 214, 214, 307, 307, 325, 2, 26, 42, 58, 58, 58",5105210,"M, M, $, ?, $, R, E, M, T, E, T, E, M, M, R, B, None, M, $, M, M, M, E","M, M, $, ?, $, R, E, M, T, E, ?, E, M, M, R, BOSS, M, ?, M, ?, M, E",1,1,6; 15,SMITH; REST,Bouncing Flask; ,"66, 66, 66, 60, 60, 60, 60, 60, 60, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70","59, 59, 59, 59, 59, 59, 59, 58, 58, 61, 61, 32, 27, 27, 48, 21, 58, 56, 56, 35, 26, 9, 0, 0",0; 0; 0; 1; 7; 29; 5; 0; 49; 2; 21; 9; 17; 43,2 Louse; Jaw Worm; 3 Sentries; Cultist; Lagavulin; 3 Sentries; Gremlin Gang; Exordium Wildlife; Hexaghost; Chosen; Shell Parasite; Snake Plant; 3 Cultists; Gremlin Leader,1; 2; 7; 8; 10; 12; 13; 14; 16; 18; 20; 21; 22; 23,1; 1; 2; 3; 5; 8; 3; 1; 8; 3; 4; 3; 6; 4,"Flying Knee, Tactician; Backflip, Flying Knee; Flying Knee, Heel Hook; Blur, Backflip; Endless Agony, Accuracy; Quick Slash, Dagger Throw; Cloak And Dagger, Choke; Dodge and Roll, Skewer; Envenom, Phantasmal Killer; Dodge and Roll, Slice; Backflip, Deadly Poison, Eviscerate; Slice+1, Blade Dance; Expertise, Slice, Quick Slash",Bouncing Flask; Deadly Poison; Infinite Blades; Deadly Poison; Adrenaline; Backstab; Calculated Gamble; Dagger Throw; Adrenaline; Deflect; SKIP; Endless Agony; SKIP,1; 2; 7; 8; 10; 12; 13; 14; 16; 18; 20; 21; 22,7; 9; 10; 11; 12,Tingsha; Pantograph; Pear; Lantern; Sundial,"Philosopher's Stone, WristBlade",Runic Pyramid,4,Golden Idol,Lose Max HP,0,0,0,6,0,0,,,,,Golden Idol,,,"Masterful Stab, Terror, Omamori, Anchor","3, 3, 19, 19",,,0,2; 10; 13; 20,Block Potion; FairyPotion; CunningPotion; SteroidPotion,"2, 10, 13, 14, 20","10, 16"
05bf4d3c-18c3-4614-961d-10ce166c9b35,2020-01-27,1601509804,20201001075004,1413,1001679341928969763,False,0,False,169,21,Snake Plant,DEFECT,"Strike_B, Strike_B, Strike_B, Defend_B, Defend_B, Defend_B, Defend_B, Zap, Dualcast, Coolheaded, Loop+1, Double Energy+1, Injury, White Noise+1, Glacier, Static Discharge, Creative AI, Chaos, Enlightenment","Cracked Core, WingedGreaves, HornCleat, Pear, Golden Idol, SlaversCollar",ONE_RARE_RELIC,TEN_PERCENT_HP_LOSS,306,"114, 34, 34, 34, 34, 34, 44, 9, 9, 9, 9, 23, 44, 65, 65, 196, 196, 216, 306, 306, 306, 306",8886,"M, $, ?, ?, ?, R, M, ?, T, ?, R, M, M, M, R, B, None, M, ?, M, M","M, $, ?, ?, ?, R, M, ?, T, ?, R, M, M, M, R, BOSS, M, ?, ?, M",0,3,6; 11; 15,SMITH; SMITH; SMITH,Loop; Double Energy; White Noise,"68, 68, 73, 73, 73, 73, 73, 73, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83","67, 67, 72, 72, 65, 65, 55, 73, 83, 83, 83, 79, 78, 68, 68, 23, 83, 58, 34, 22, 0, 0",1; 10; 4; 1; 10; 45; 25; 12; 24,Cultist; 2 Louse; Small Slimes; 2 Fungi Beasts; Large Slime; Slime Boss; Spheric Guardian; Shell Parasite; Snake Plant,1; 7; 12; 13; 14; 16; 18; 20; 21,3; 2; 4; 3; 9; 13; 5; 4; 4,"Leap, Stack; Heatsinks, Coolheaded; Leap, Redo; Redo, Beam Cell; Sweeping Beam, Steam; Reboot, Rainbow; Glacier, Ball Lightning",Coolheaded; Double Energy; White Noise; Glacier; Static Discharge; Creative AI; Chaos,1; 7; 12; 13; 14; 16; 18,9,Pear,"Busted Crown, Coffee Dripper",SlaversCollar,3; 4; 5; 8; 10; 19,Big Fish; Living Wall; Scrap Ooze; The Cleric; Golden Idol; Knowing Skull,Donut; Forget; Success; Healed; Take Wound; CARD GOLD POTION ,0; 0; 0; 18; 0; 0,0; 0; 7; 0; 0; 24,5; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 90,0; 0; 0; 35; 0; 0,; ; ; ; Injury; Enlightenment,; Strike_B; ; ; ; ,; ; ; ; ; ,; ; ; ; ; ,; ; HornCleat; ; Golden Idol; ,; ; ; ; ; ,; ; ; ; ; EssenceOfSteel,Loop,2,,,0,7; 12; 13,SteroidPotion; SmokeBomb; SneckoOil,"7, 12, 13, 20","16, 20, 21"
71ba9745-d087-4469-a8a3-8c71a18da4b7,2020-07-30,1601509805,20200930205005,186,3357298696595890349,False,0,False,24,4,,THE_SILENT,"Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Slice, PiercingWail",Ectoplasm,BOSS_RELIC,NONE,99,"99, 99, 99, 99, 99",35939,"M, ?, M, $","M, ?, ?, $",0,0,,,,"70, 70, 70, 70, 70","61, 61, 57, 57, 57",9; 4,2 Louse; Cultist,1; 3,3; 5,"Flechettes, Acrobatics; Prepared, Escape Plan",Slice; PiercingWail,1; 3,,,,,2,The Woman in Blue,Bought 0 Potions,0,0,0,0,0,0,,,,,,,,,,,,0,,,,
69613db9-c3e5-4ee9-baa2-d0cc54debdc5,2020-07-30,1601509749,20201001074909,157,512435049244043721,True,20,False,112,10,Gremlin Nob,THE_SILENT,"AscendersBane, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize+1, Flying Knee, After Image","Ring of the Snake, NeowsBlessing, Mummified Hand",THREE_ENEMY_KILL,NONE,148,"111, 128, 128, 128, 128, 128, 128, 148, 148, 148, 148",338553,"M, M, ?, ?, ?, R, ?, M, T, E","M, M, ?, ?, ?, R, ?, ?, T, E",0,1,6,SMITH,Neutralize,"66, 66, 66, 71, 71, 71, 71, 71, 71, 71, 71","59, 59, 59, 64, 64, 64, 64, 64, 64, 64, 64",0; 0; 0; 0,Cultist; Jaw Worm; Small Slimes; Gremlin Nob,1; 2; 8; 10,1; 1; 1; 2,"Quick Slash, Poisoned Stab; Escape Plan, Quick Slash, Underhanded Strike; Endless Agony, Prepared, Escape Plan",Flying Knee; SKIP; SKIP,1; 2; 8,9,Mummified Hand,,,3; 4; 5; 7,Liars Game; Big Fish; Living Wall; Lab,Ignored; Donut; Change; Got Potions,0; 0; 0; 0,0; 0; 0; 0,0; 5; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,; ; After Image; ,; ; ; ,; ; ; ,; ; Strike_G; ,; ; ; ,; ; ; ,; ; ; ,,,,,0,2; 7,Strength Potion; SpeedPotion,2,
70e0d1b6-da63-43e9-ab29-ccfd4b4d48e5,2020-07-30,1601509810,20200930165010,1784,-489685156347644773,True,6,False,432,33,Automaton,IRONCLAD,"Strike_R+1, Strike_R+1, Strike_R+1, Defend_R+1, Defend_R+1, Defend_R+1, Bash+1, Cleave+1, Ghostly Armor+1, Demon Form+1, Fiend Fire+1, Heavy Blade+1, Decay","Burning Blood, Whetstone, Art of War, Bronze Scales, Lantern, Cursed Key, Strawberry, Singing Bowl, Pantograph",RANDOM_COMMON_RELIC,NONE,157,"115, 115, 40, 40, 50, 50, 80, 94, 118, 118, 193, 193, 252, 270, 270, 365, 365, 383, 68, 80, 96, 115, 115, 143, 143, 143, 143, 143, 157, 157, 157, 157, 157, 157",438798,"M, ?, $, ?, M, R, E, M, T, ?, ?, R, ?, M, R, B, None, M, $, M, M, M, R, E, R, T, R, ?, M, R, T, R, B","M, ?, $, ?, M, R, E, M, T, ?, ?, R, ?, ?, R, BOSS, M, $, M, M, M, R, E, R, T, R, ?, M, R, ?, R, BOSS",2,5,6; 12; 15; 23; 25; 27; 30; 32,SMITH; SMITH; SMITH; SMITH; SMITH; REST; RECALL; REST,Ghostly Armor; Bash; Demon Form; Fiend Fire; Defend_R; ; ; ,"80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 85, 85, 85, 92, 92, 92, 92, 92, 94, 94, 94, 94, 94, 96, 96, 96, 96, 96, 96","77, 70, 70, 54, 56, 56, 39, 45, 45, 71, 60, 60, 50, 56, 56, 67, 81, 80, 87, 89, 85, 84, 84, 65, 65, 65, 93, 93, 92, 92, 92, 96, 0, 0",1; 4; 23; 0; 16; 0; 0; 7; 4; 10; 7; 27; 9; 107,Cultist; Small Slimes; Lagavulin; 2 Louse; Gremlin Nob; 2 Fungi Beasts; Slime Boss; 3 Byrds; Chosen; Sentry and Sphere; 3 Cultists; Book of Stabbing; Snake Plant; Automaton,1; 5; 7; 8; 13; 14; 16; 18; 20; 21; 22; 24; 29; 33,3; 3; 8; 2; 3; 3; 6; 2; 4; 4; 3; 4; 4; 10,"Shrug It Off, Seeing Red; Anger, Battle Trance; Burning Pact, Dropkick, Clash; Anger, Infernal Blade, Clash; Flex, Wild Strike; Immolate, Offering; Havoc, Combust+1; Ghostly Armor, True Grit, Clothesline+1; Bloodletting, Metallicize, Headbutt; Bloodletting, Second Wind, Power Through; Second Wind, Power Through, Warcry+1; Infernal Blade, Ghostly Armor, Cleave",Cleave; Ghostly Armor; SKIP; SKIP; Demon Form; Fiend Fire; Heavy Blade+1; SKIP; SKIP; SKIP; Singing Bowl; Singing Bowl,1; 5; 7; 8; 14; 16; 18; 20; 21; 22; 24; 29,7; 9; 13; 24; 31,Art of War; Bronze Scales; Lantern; Singing Bowl; Pantograph,"Snecko Eye, Pandora's Box",Cursed Key,2; 4; 10; 11; 13; 28,Golden Wing; Shining Light; Big Fish; World of Goop; Dead Adventurer; Back to Basics,Card Removal; Entered Light; Banana; Gather Gold; Searched '2' times; Simplicity,0; 0; 26; 0; 0; 0,7; 16; 0; 11; 0; 0,0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0,0; 0; 0; 75; 0; 0,0; 0; 0; 0; 0; 0,; ; ; ; ; ,Strike_R; ; ; ; ; ,"; Defend_R, Cleave; ; ; ; Strike_R, Defend_R",; ; ; ; ; ,; ; ; ; ; ,; ; ; ; ; ,; ; ; ; ; ,"Strawberry, DuplicationPotion","19, 19","Strike_R, Defend_R","3, 19",2,7; 8; 14; 16; 22; 24,Energy Potion; SpeedPotion; Fruit Juice; FearPotion; Energy Potion; GamblersBrew,"7, 8, 14, 16, 22, 24","13, 16, 20, 22, 24, 29, 33"
b08e5833-5d2b-4212-b15b-0f3677b47bee,2020-07-30,1601509812,20201001085012,49,5875815977698426288,True,13,False,28,3,Cultist,THE_SILENT,"AscendersBane, Strike_G, Strike_G, Strike_G, Strike_G, Strike_G, Defend_G, Defend_G, Defend_G, Defend_G, Defend_G, Survivor, Neutralize, Distraction, Decay","Ring of the Snake, NeowsBlessing",THREE_ENEMY_KILL,NONE,114,"114, 114, 114, 114",1685250,"M, ?, M","M, ?, ?",0,0,,,,"70, 70, 70, 70","63, 63, 63, 63",0; 0,Small Slimes; Cultist,1; 3,1; 1,"Heel Hook, Outmaneuver",Distraction,1,,,,,2,Wheel of Change,Cursed,0,0,0,0,0,0,Decay,,,,,,,,,,,0,1,SpeedPotion,1,
